,parameter,parameter_value,train_accuracy,test_accuracy,train_confint,test_confint,avg_training_time,test_accuracies
0,hidden_layers,1,0.6584,0.6294,"(0.6536, 0.6631)","(0.6223, 0.6365)","0.0m, 10.0s","[0.6149700880050659, 0.6383233666419983, 0.6323353052139282, 0.6245508790016174, 0.6347305178642273, 0.6161676645278931, 0.6395209431648254, 0.6431137919425964, 0.6209580898284912, 0.6293413043022156]"
