,parameter,parameter_value,train_accuracy,test_accuracy,train_confint,test_confint,avg_training_time,test_accuracies
0,hidden_layers,1,0.6347,0.6009,"(0.628, 0.6413)","(0.5948, 0.607)","0.0m, 10.0s","[0.6035928130149841, 0.6000000238418579, 0.6119760274887085, 0.6029940247535706, 0.5868263244628906, 0.6005988121032715, 0.5916167497634888, 0.6101796627044678, 0.5922155976295471, 0.6089820265769958]"
